Result,name,Context
✅ FOUND in military_events table ,13459,"id=13459, qid='Q524272', name='South-East Asian theater of World War II', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Chindit%20column%2C%20Operation%20Longcloth.jpg', description='campaigns of the Pacific War in Burma, Ceylon, India, Thailand, Indochina, Philippines, Malaya and Singapore', start_time='1941-01-01T00:00:00Z', end_time='1945-08-07T00:00:00Z', point_in_time='1941-01-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/South-East_Asian_theatre_of_World_War_II', lat=14.61385, lon=-26.049999999999997, depth_index='12379_349_28', depth_level=3, descendant_count=20"
✅ UPDATED in military_events table,13459,"start_time='1941-01-01T00:00:00Z', end_time='1945-08-07T00:00:00Z', point_in_time='1941-01-01T00:00:00Z'"
 fit_descendant_date updated.,13459,"start_time=1941-01-01T00:00:00Z, end_time=1945-08-07T00:00:00Z, point_in_time=1941-01-01T00:00:00Z"
✅ Updated coords and dates,13459,"name=South-East Asian theater of World War II, descendant_count=20"
✅ FOUND in military_events table ,13485,"id=13485, qid='Q1759161', name='Solomon Islands Campaign', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Solomon%20Islands%20Campaign.jpg', description='1942 major campaign of the Pacific War of World War II', start_time='1942-08-07T00:00:00Z', end_time='1945-08-08T00:00:00Z', point_in_time='1942-08-07T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Solomon_Islands_campaign', lat=-6.6536100000000005, lon=156.1661116665, depth_index='12379_349_34', depth_level=3, descendant_count=3"
✅ UPDATED in military_events table,13485,"start_time='1942-08-07T00:00:00Z', end_time='1945-08-08T00:00:00Z', point_in_time='1942-08-07T00:00:00Z'"
 fit_descendant_date updated.,13485,"start_time=1942-08-07T00:00:00Z, end_time=1945-08-08T00:00:00Z, point_in_time=1942-08-07T00:00:00Z"
✅ Updated coords and dates,13485,"name=Solomon Islands Campaign, descendant_count=3"
✅ FOUND in military_events table ,13491,"id=13491, qid='Q296754', name='Battle of Singapore', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Singaporesurrender.jpg', description='1942 World War II battle', start_time='1942-02-08T00:00:00Z', end_time='1942-02-14T00:00:00Z', point_in_time='1942-02-09T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Fall_of_Singapore', lat=1.353065, lon=103.73418749999999, depth_index='12379_349_37', depth_level=3, descendant_count=4"
✅ UPDATED in military_events table,13491,"start_time='1942-02-08T00:00:00Z', end_time='1942-02-14T00:00:00Z', point_in_time='1942-02-09T00:00:00Z'"
 fit_descendant_date updated.,13491,"start_time=1942-02-08T00:00:00Z, end_time=1942-02-14T00:00:00Z, point_in_time=1942-02-09T00:00:00Z"
✅ Updated coords and dates,13491,"name=Battle of Singapore, descendant_count=4"
✅ FOUND in military_events table ,13502,"id=13502, qid='Q249708', name='Aleutian Islands Campaign', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Aleutian%20Islands%20map.png', description='1942 military campaign', start_time='1942-06-06T00:00:00Z', end_time='1943-07-29T00:00:00Z', point_in_time='1943-07-27T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Aleutian_Islands_campaign', lat=51.96858335, lon=177.47750000000002, depth_index='12379_349_44', depth_level=3, descendant_count=2"
✅ UPDATED in military_events table,13502,"start_time='1942-06-06T00:00:00Z', end_time='1943-07-29T00:00:00Z', point_in_time='1943-07-27T00:00:00Z'"
 fit_descendant_date updated.,13502,"start_time=1942-06-06T00:00:00Z, end_time=1943-07-29T00:00:00Z, point_in_time=1943-07-27T00:00:00Z"
✅ Updated coords and dates,13502,"name=Aleutian Islands Campaign, descendant_count=2"
✅ FOUND in military_events table ,13506,"id=13506, qid='Q217145', name='Guadalcanal campaign', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Solomon%20Islands-CIA%20WFB%20Map.png', description='1942-1943 series of battles fought on and around Guadalcanal as part of World War II', start_time='1942-08-21T00:00:00Z', end_time='1943-02-07T00:00:00Z', point_in_time='1942-08-21T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Guadalcanal_campaign', lat=-10.308333333, lon=160.3166666665, depth_index='12379_349_46', depth_level=3, descendant_count=6"
✅ UPDATED in military_events table,13506,"start_time='1942-08-21T00:00:00Z', end_time='1943-02-07T00:00:00Z', point_in_time='1942-08-21T00:00:00Z'"
 fit_descendant_date updated.,13506,"start_time=1942-08-21T00:00:00Z, end_time=1943-02-07T00:00:00Z, point_in_time=1942-08-21T00:00:00Z"
✅ Updated coords and dates,13506,"name=Guadalcanal campaign, descendant_count=6"
✅ FOUND in military_events table ,13530,"id=13530, qid='Q2935393', name='Huon Peninsula campaign', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Matilda%20%28AWM%20016100%29.jpg', description='1943 Part of the New Guinea Campaign of the Pacific Theater (World War II)', start_time='1943-11-27T00:00:00Z', end_time='1943-12-08T00:00:00Z', point_in_time='1943-11-27T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Huon_Peninsula_campaign', lat=-6.45, lon=147.783333, depth_index='12379_349_66', depth_level=3, descendant_count=1"
✅ UPDATED in military_events table,13530,"start_time='1943-11-27T00:00:00Z', end_time='1943-12-08T00:00:00Z', point_in_time='1943-11-27T00:00:00Z'"
 fit_descendant_date updated.,13530,"start_time=1943-11-27T00:00:00Z, end_time=1943-12-08T00:00:00Z, point_in_time=1943-11-27T00:00:00Z"
✅ Updated coords and dates,13530,"name=Huon Peninsula campaign, descendant_count=1"
✅ FOUND in military_events table ,13533,"id=13533, qid='Q704785', name='Bougainville Campaign', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/U.S.%20Soldiers%20at%20Bougainville%20%28Solomon%20Islands%29%20March%201944.jpg', description='allied reconquest of the island of Bougainville in the South Pacific from the Japanese forces who occupied it in 1942', start_time='1944-03-08T00:00:00Z', end_time='1944-03-25T00:00:00Z', point_in_time='1944-03-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Bougainville_campaign', lat=-6.19, lon=155.08, depth_index='12379_349_68', depth_level=3, descendant_count=1"
✅ UPDATED in military_events table,13533,"start_time='1944-03-08T00:00:00Z', end_time='1944-03-25T00:00:00Z', point_in_time='1944-03-01T00:00:00Z'"
 fit_descendant_date updated.,13533,"start_time=1944-03-08T00:00:00Z, end_time=1944-03-25T00:00:00Z, point_in_time=1944-03-01T00:00:00Z"
✅ Updated coords and dates,13533,"name=Bougainville Campaign, descendant_count=1"
✅ FOUND in military_events table ,13553,"id=13553, qid='Q371573', name='Philippines campaign of 1944–1945', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/US-Infantrymen%20on%20Leyte.jpg', description='campaign which started on October 20, 1944 during WWII', start_time='1944-10-17T00:00:00Z', end_time='1945-08-15T00:00:00Z', point_in_time='1944-01-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Philippines_campaign_(1944%E2%80%931945)', lat=11.478472222, lon=122.054720833, depth_index='12379_349_87', depth_level=3, descendant_count=15"
✅ UPDATED in military_events table,13553,"start_time='1944-10-17T00:00:00Z', end_time='1945-08-15T00:00:00Z', point_in_time='1944-01-01T00:00:00Z'"
 fit_descendant_date updated.,13553,"start_time=1944-10-17T00:00:00Z, end_time=1945-08-15T00:00:00Z, point_in_time=1944-01-01T00:00:00Z"
✅ Updated coords and dates,13553,"name=Philippines campaign of 1944–1945, descendant_count=15"
✅ FOUND in military_events table ,13569,"id=13569, qid='Q308999', name='Battle of Leyte Gulf', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/USS%20Princeton%20%28CVL-23%29%20burning%20on%2024%20October%201944%20%2880-G-287970%29.jpg', description='1944 the largest naval battle of World War II', start_time='1944-10-24T00:00:00Z', end_time='1944-10-26T00:00:00Z', point_in_time='1944-10-24T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Battle_of_Leyte_Gulf', lat=15.089166666499999, lon=124.27055555550001, depth_index='12379_349_88', depth_level=3, descendant_count=3"
✅ UPDATED in military_events table,13569,"start_time='1944-10-24T00:00:00Z', end_time='1944-10-26T00:00:00Z', point_in_time='1944-10-24T00:00:00Z'"
 fit_descendant_date updated.,13569,"start_time=1944-10-24T00:00:00Z, end_time=1944-10-26T00:00:00Z, point_in_time=1944-10-24T00:00:00Z"
✅ Updated coords and dates,13569,"name=Battle of Leyte Gulf, descendant_count=3"
✅ FOUND in military_events table ,13582,"id=13582, qid='Q1934591', name='Battle of North Borneo', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/N%20borneo%20ops%201945.jpg', description='1945 battle during the Second World War between Allied and Japanese forces', start_time='1945-06-10T00:00:00Z', end_time='1945-06-21T00:00:00Z', point_in_time='1945-06-10T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Battle_of_North_Borneo', lat=5.32028, lon=115.211, depth_index='12379_349_99', depth_level=3, descendant_count=1"
✅ UPDATED in military_events table,13582,"start_time='1945-06-10T00:00:00Z', end_time='1945-06-21T00:00:00Z', point_in_time='1945-06-10T00:00:00Z'"
 fit_descendant_date updated.,13582,"start_time=1945-06-10T00:00:00Z, end_time=1945-06-21T00:00:00Z, point_in_time=1945-06-10T00:00:00Z"
✅ Updated coords and dates,13582,"name=Battle of North Borneo, descendant_count=1"
✅ FOUND in military_events table ,13828,"id=13828, qid='Q22082249', name='Soviet invasion of South Sakhalin', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/South%20Sakhalin%20Army%20Group%20Offensive%20Operation%20-%20ru.svg', description='1945 Soviet invasion of the Japanese portion of Sakhalin Island', start_time='1945-08-01T00:00:00Z', end_time='1945-08-01T00:00:00Z', point_in_time='1945-08-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Soviet_invasion_of_South_Sakhalin', lat=49.1628, lon=142.1195, depth_index='12379_605_1', depth_level=3, descendant_count=1"
✅ UPDATED in military_events table,13828,"start_time='1945-08-01T00:00:00Z', end_time='1945-08-01T00:00:00Z', point_in_time='1945-08-01T00:00:00Z'"
 fit_descendant_date updated.,13828,"start_time=1945-08-01T00:00:00Z, end_time=1945-08-01T00:00:00Z, point_in_time=1945-08-01T00:00:00Z"
✅ Updated coords and dates,13828,"name=Soviet invasion of South Sakhalin, descendant_count=1"
✅ FOUND in military_events table ,13830,"id=13830, qid='Q709370', name='Kuril Islands landing operation', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Sea%20of%20Okhotsk%20map%20with%20state%20labels.png', description='part of the 1945 Soviet–Japanese War', start_time='1945-08-18T00:00:00Z', end_time='1945-08-23T00:00:00Z', point_in_time='1945-08-18T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Invasion_of_the_Kuril_Islands', lat=50.73333333, lon=156.31666667, depth_index='12379_605_2', depth_level=3, descendant_count=1"
✅ UPDATED in military_events table,13830,"start_time='1945-08-18T00:00:00Z', end_time='1945-08-23T00:00:00Z', point_in_time='1945-08-18T00:00:00Z'"
 fit_descendant_date updated.,13830,"start_time=1945-08-18T00:00:00Z, end_time=1945-08-23T00:00:00Z, point_in_time=1945-08-18T00:00:00Z"
✅ Updated coords and dates,13830,"name=Kuril Islands landing operation, descendant_count=1"
✅ FOUND in military_events table ,13891,"id=13891, qid='Q5614871', name='guerilla war in the Baltic states', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Ants%20Kaljurand.jpg', description='anti-Soviet resistance during and after World War II', start_time='1945-01-12T00:00:00Z', end_time='1949-08-13T00:00:00Z', point_in_time='1945-01-12T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Guerrilla_war_in_the_Baltic_states', lat=56.094666666500004, lon=24.255666666499998, depth_index='13851_33_3', depth_level=3, descendant_count=12"
✅ UPDATED in military_events table,13891,"start_time='1945-01-12T00:00:00Z', end_time='1949-08-13T00:00:00Z', point_in_time='1945-01-12T00:00:00Z'"
 fit_descendant_date updated.,13891,"start_time=1945-01-12T00:00:00Z, end_time=1949-08-13T00:00:00Z, point_in_time=1945-01-12T00:00:00Z"
✅ Updated coords and dates,13891,"name=guerilla war in the Baltic states, descendant_count=12"
✅ FOUND in military_events table ,13905,"id=13905, qid='Q4774338', name='anti-communist resistance in Poland', image_url=None, description='1944–1989 resistance', start_time='1944-01-01T00:00:00Z', end_time='1953-01-01T00:00:00Z', point_in_time='1944-01-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Anti-communist_resistance_in_Poland_(1944%E2%80%931989)', lat=52.21666667, lon=21.03333333, depth_index='13851_33_6', depth_level=3, descendant_count=1"
✅ UPDATED in military_events table,13905,"start_time='1944-01-01T00:00:00Z', end_time='1953-01-01T00:00:00Z', point_in_time='1944-01-01T00:00:00Z'"
 fit_descendant_date updated.,13905,"start_time=1944-01-01T00:00:00Z, end_time=1953-01-01T00:00:00Z, point_in_time=1944-01-01T00:00:00Z"
✅ Updated coords and dates,13905,"name=anti-communist resistance in Poland, descendant_count=1"
✅ FOUND in military_events table ,13972,"id=13972, qid='Q48734658', name='bombing of North Korea', image_url=None, description='1950 aspect of the Korean War', start_time='1950-01-01T00:00:00Z', end_time='1953-01-01T00:00:00Z', point_in_time='1950-01-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Bombing_of_North_Korea', lat=39.016666666, lon=125.7475, depth_index='13851_41_26', depth_level=3, descendant_count=1"
✅ UPDATED in military_events table,13972,"start_time='1950-01-01T00:00:00Z', end_time='1953-01-01T00:00:00Z', point_in_time='1950-01-01T00:00:00Z'"
 fit_descendant_date updated.,13972,"start_time=1950-01-01T00:00:00Z, end_time=1953-01-01T00:00:00Z, point_in_time=1950-01-01T00:00:00Z"
✅ Updated coords and dates,13972,"name=bombing of North Korea, descendant_count=1"
✅ FOUND in military_events table ,13985,"id=13985, qid='Q482979', name='Battle of Pusan Perimeter', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/27th%20Infantry%20Regiment%20soldiers%20at%20the%20Pusan%20Perimeter%2C%20September%204%2C%201950.jpg', description='1950 major battle of the Korean War', start_time='1950-08-05T00:00:00Z', end_time='1950-09-19T00:00:00Z', point_in_time='1950-01-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Battle_of_the_Pusan_Perimeter', lat=35.517680557000006, lon=128.50404991649998, depth_index='13851_41_38', depth_level=3, descendant_count=7"
✅ UPDATED in military_events table,13985,"start_time='1950-08-05T00:00:00Z', end_time='1950-09-19T00:00:00Z', point_in_time='1950-01-01T00:00:00Z'"
 fit_descendant_date updated.,13985,"start_time=1950-08-05T00:00:00Z, end_time=1950-09-19T00:00:00Z, point_in_time=1950-01-01T00:00:00Z"
✅ Updated coords and dates,13985,"name=Battle of Pusan Perimeter, descendant_count=7"
✅ FOUND in military_events table ,14059,"id=14059, qid='Q521199', name='North Yemen civil war', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/North%20Yemen%20Civil%20War.jpg', description='1962–1970 civil war in North Yemen', start_time='1967-11-01T00:00:00Z', end_time='1968-02-01T00:00:00Z', point_in_time='1967-11-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/North_Yemen_civil_war', lat=15.35, lon=44.2, depth_index='13851_43_12', depth_level=3, descendant_count=2"
✅ UPDATED in military_events table,14059,"start_time='1967-11-01T00:00:00Z', end_time='1968-02-01T00:00:00Z', point_in_time='1967-11-01T00:00:00Z'"
 fit_descendant_date updated.,14059,"start_time=1967-11-01T00:00:00Z, end_time=1968-02-01T00:00:00Z, point_in_time=1967-11-01T00:00:00Z"
✅ Updated coords and dates,14059,"name=North Yemen civil war, descendant_count=2"
✅ FOUND in military_events table ,14063,"id=14063, qid='Q2363565', name='Dhofar War', image_url=None, description='Civil war in the Sultanate of Muscat and Oman', start_time='1971-10-01T00:00:00Z', end_time='1975-12-11T00:00:00Z', point_in_time='1971-10-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Dhofar_rebellion', lat=18.8412865275, lon=55.057878472, depth_index='13851_43_14', depth_level=3, descendant_count=3"
✅ UPDATED in military_events table,14063,"start_time='1971-10-01T00:00:00Z', end_time='1975-12-11T00:00:00Z', point_in_time='1971-10-01T00:00:00Z'"
 fit_descendant_date updated.,14063,"start_time=1971-10-01T00:00:00Z, end_time=1975-12-11T00:00:00Z, point_in_time=1971-10-01T00:00:00Z"
✅ Updated coords and dates,14063,"name=Dhofar War, descendant_count=3"
✅ FOUND in military_events table ,14070,"id=14070, qid='Q154288', name='Black September', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Smoke%20rises%20above%20Amman%20during%20Black%20September%2C%201%20October%201970.png', description='civil war (1970–1971) in Jordan between King Hussein’s forces and the Palestine Liberation Organisation', start_time='1970-09-06T00:00:00Z', end_time='1971-07-23T00:00:00Z', point_in_time='1970-09-06T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Black_September', lat=32.14125, lon=35.954183333, depth_index='13851_43_18', depth_level=3, descendant_count=4"
✅ UPDATED in military_events table,14070,"start_time='1970-09-06T00:00:00Z', end_time='1971-07-23T00:00:00Z', point_in_time='1970-09-06T00:00:00Z'"
